date,equity
2024-07-09,182588.62680825006
2024-07-10,182800.06680825003
2024-07-11,181364.03680825004
2024-07-12,180102.55680825005
2024-07-15,180437.53680825004
2024-07-16,182837.40680825003
2024-07-17,182299.21680825003
2024-07-18,180903.31680825006
2024-07-19,182169.81680825006
2024-07-22,184366.68680825006
2024-07-23,181674.41680825004
2024-07-24,181934.78186625004
2024-07-25,182259.22186625004
2024-07-26,181697.28186625004
2024-07-29,187869.27186625003
2024-07-30,186316.65186625003
2024-07-31,189184.35186625004
2024-08-01,193522.10186625004
2024-08-02,195383.60186625004
2024-08-05,196909.19362625005
2024-08-06,197454.19362625002
2024-08-07,202285.87258545007
2024-08-08,203052.01258545005
2024-08-09,206178.24258545003
2024-08-12,206280.28258545004
2024-08-13,207291.18258545003
2024-08-14,205294.91258545005
2024-08-15,203523.05387945008
2024-08-16,204965.06387945006
2024-08-19,205679.21387945005
2024-08-20,205708.32387945004
2024-08-21,205971.98387945007
2024-08-22,207897.63387945006
2024-08-23,209299.6338794501
2024-08-26,210098.73387945007
2024-08-27,210745.18387945008
2024-08-28,211131.42387945007
2024-08-29,212519.20387945004
2024-08-30,214304.63387945003
2024-09-02,215379.13387945006
2024-09-03,216072.60387945006
2024-09-04,215573.81387945006
2024-09-05,214457.38387945006
2024-09-06,214311.27150935007
2024-09-09,216406.71801525005
2024-09-10,217773.75678125006
2024-09-11,218892.58678125005
2024-09-12,221085.64678125008
2024-09-13,222091.04678125004
2024-09-16,225337.14678125005
2024-09-17,222620.81294415006
2024-09-18,221351.06294415
2024-09-19,219152.20294415002
2024-09-20,218782.14294415002
2024-09-23,219994.33294415002
2024-09-24,218144.05662615004
2024-09-25,218375.25372515005
2024-09-26,220334.40372515
2024-09-27,221361.21372515004
2024-09-30,221991.72372515002
2024-10-01,223583.57372515005
2024-10-02,225009.60372515002
2024-10-03,226261.76372515003
2024-10-04,228012.88372515005
2024-10-07,229200.99372515004
2024-10-08,230564.92372515003
2024-10-09,229805.42372515003
2024-10-10,231243.75372515005
2024-10-11,230879.98564700002
2024-10-14,232328.15564700004
2024-10-15,234957.095647
2024-10-16,235878.20564700002
2024-10-17,234230.54564700005
2024-10-18,236962.54564700002
2024-10-21,240324.18564700003
2024-10-22,241846.975647
2024-10-23,244161.46564700003
2024-10-24,245577.57564700005
2024-10-25,245089.07564700002
2024-10-28,242126.99917860003
2024-10-29,240858.2327856
2024-10-30,240516.7227856
2024-10-31,241601.4127856
2024-11-01,242059.6527856
2024-11-04,241728.8627856
2024-11-05,240436.10684082
2024-11-06,243820.87684082
2024-11-07,245347.40684082004
2024-11-08,245817.21684081998
2024-11-11,246213.52684082004
2024-11-12,248256.56684082
2024-11-13,248133.28684082004
2024-11-14,251245.17684082
2024-11-15,252284.87684082
2024-11-18,252258.56684082
2024-11-19,252644.53684082
2024-11-20,253356.84684082004
2024-11-21,254950.13684082002
2024-11-22,253766.08684082003
2024-11-25,253254.67684082
2024-11-26,252762.35622541
2024-11-27,256183.45622541
2024-11-28,263454.10622541
2024-11-29,263803.64622541
2024-12-02,261910.07622540998
2024-12-03,259095.86622541002
2024-12-04,258584.09957471
2024-12-05,258386.85957471002
2024-12-06,255971.88957471002
2024-12-09,255054.59019261
2024-12-10,255017.25792561
2024-12-11,256131.47792561
2024-12-12,256272.65792561
2024-12-13,255374.49792561
2024-12-16,256596.86792561001
2024-12-17,254607.17640086
2024-12-18,255655.56640086
2024-12-19,257567.81640086
2024-12-20,258622.67640086001
2024-12-23,257889.35640086
2024-12-24,259287.73640086
2024-12-25,260051.02640086
2024-12-26,261926.23640086
2024-12-27,261481.72640086
2024-12-30,259955.33640086
2024-12-31,257456.72020474
2025-01-01,257776.24020474
2025-01-02,258012.30020474
2025-01-03,258239.63020473998
2025-01-06,258287.96020474
2025-01-07,258977.73020474002
2025-01-08,258761.54500384
2025-01-09,259337.58500383998
2025-01-10,258644.13500384
2025-01-13,258971.32500384
2025-01-14,257834.12500384
2025-01-15,258134.39500383998
2025-01-16,256828.38500384
2025-01-17,256548.16276228998
2025-01-20,256774.14276229
2025-01-21,257205.45276229
2025-01-22,257386.25276228998
2025-01-23,257569.59276228998
2025-01-24,257910.35276229
2025-01-27,258597.90276228997
2025-01-28,259121.64276229
2025-01-29,259700.64276229
2025-01-30,261412.41276228998
2025-01-31,261485.47276228998
2025-02-03,262811.55276229
2025-02-04,263642.73276229
2025-02-05,264242.39276228996
2025-02-06,265165.53276229
2025-02-07,264900.04276229
2025-02-10,264992.48276229
2025-02-11,264592.51515029
2025-02-12,263617.77515029
2025-02-13,262653.32515029
2025-02-14,261491.33515029
2025-02-17,261475.23515029
2025-02-18,263102.87515028997
2025-02-19,263939.00676228997
2025-02-20,266112.73676229
2025-02-21,265546.75676228997
2025-02-24,266825.24676228996
2025-02-25,269005.03676229
2025-02-26,273137.94676228997
2025-02-27,274992.24676228996
2025-02-28,273902.68595128995
2025-03-03,271651.39595129
2025-03-04,269021.36472108995
2025-03-05,267605.9547210899
2025-03-06,265293.65472109
2025-03-07,265261.50472108996
2025-03-10,266687.0547210899
2025-03-11,268192.4447210899
2025-03-12,270321.73472108995
2025-03-13,272987.02472109
2025-03-14,273824.5247210899
2025-03-17,273054.97472108994
2025-03-18,273878.50472108996
2025-03-19,278274.98472108995
2025-03-20,280482.37472108996
2025-03-21,282646.99472108996
2025-03-24,284354.75472108996
2025-03-25,282910.4948490899
2025-03-26,282807.4948490899
2025-03-27,284507.2748490899
2025-03-28,285052.70484908996
2025-03-31,287319.0048490899
2025-04-01,288724.23484908993
2025-04-02,292030.1248490899
2025-04-03,294916.30484908994
2025-04-04,295386.1148490899
2025-04-07,294181.68484908994
2025-04-08,291831.65805598994
2025-04-09,292010.22805598995
2025-04-10,290570.43889998994
2025-04-11,290868.7888999899
2025-04-14,293426.49889998994
2025-04-15,292379.4568089899
2025-04-16,291976.5768089899
2025-04-17,291453.1968089899
2025-04-18,290192.92435243994
2025-04-21,289654.7843524399
2025-04-22,289427.5432632399
2025-04-23,289767.81661523995
2025-04-24,289930.18661523995
2025-04-25,289425.3366152399
2025-04-28,290209.19661523995
2025-04-29,289749.3966152399
2025-04-30,290937.80661523994
2025-05-01,292462.6466152399
2025-05-02,293299.3466152399
2025-05-05,293923.2866152399
2025-05-06,294200.94661523995
2025-05-07,293567.5266152399
2025-05-08,293408.31661523995
2025-05-09,293514.11661523994
2025-05-12,292243.7766152399
2025-05-13,291487.7319818399
2025-05-14,291186.0419818399
2025-05-15,293098.2819818399
2025-05-16,294364.87198183994
2025-05-19,297243.44198183995
2025-05-20,299021.9519818399
2025-05-21,299345.9719818399
2025-05-22,299099.9119818399
2025-05-23,299729.4519818399
2025-05-26,298666.9019818399
2025-05-27,298942.30283983995
2025-05-28,298913.8757128399
2025-05-29,299501.4857128399
2025-05-30,298548.8557128399
2025-06-02,299586.3457128399
2025-06-03,301002.4957128399
2025-06-04,300543.43571283994
2025-06-05,300982.19571283995
2025-06-06,300430.9623448899
2025-06-09,295793.4023448899
2025-06-10,290727.3323448899
2025-06-11,286646.84882670984
2025-06-12,286128.40882670984
2025-06-13,285410.43882670987
2025-06-16,284528.6233687098
2025-06-17,282895.6933687098
2025-06-18,282054.68336870987
2025-06-19,281414.41336870985
2025-06-20,282439.6033687098
2025-06-23,285027.28336870985
2025-06-24,287510.0533687098
2025-06-25,286956.7483000199
2025-06-26,285852.3083000198
2025-06-27,284974.81830001983
2025-06-30,288395.4883000199
2025-07-01,291260.1783000198
2025-07-02,291892.19830001984
2025-07-03,295674.76830001984
2025-07-04,293951.20830001985
2025-07-07,294548.4083000198
2025-07-08,298362.2983000198
2025-07-09,299690.2783000198
2025-07-10,297529.45830001985
2025-07-11,299132.10830001987
2025-07-14,299447.9883000199
2025-07-15,300957.1083000198
2025-07-16,302884.53830001986
2025-07-17,301706.09830001986
2025-07-18,301883.70547999983
2025-07-21,305110.95547999983
2025-07-22,305501.39547999983
2025-07-23,305783.76112699986
2025-07-24,305721.20112699986
2025-07-25,306260.08112699987
2025-07-28,305962.12112699985
2025-07-29,304040.0311269999
2025-07-30,305387.13112699986
2025-07-31,307253.65065753984
2025-08-01,307907.7306575398
2025-08-04,307837.58065753983
2025-08-05,307836.8906575398
2025-08-06,308369.67685453984
2025-08-07,309024.2868545398
2025-08-08,309928.13685453986
2025-08-11,311450.17685453984
2025-08-12,311773.8168545398
2025-08-13,313426.0968545398
2025-08-14,313410.4168545398
2025-08-15,313512.2868545398
2025-08-18,311850.13685453986
2025-08-19,311188.61768383987
2025-08-20,312062.70768383984
2025-08-21,311327.16768383986
2025-08-22,310781.5676838398
2025-08-25,309668.0676838398
2025-08-26,310225.60768383986
2025-08-27,310158.96768383984
2025-08-28,310259.64768383984
2025-08-29,310947.51844383986
2025-09-01,310361.5884438398
2025-09-02,310382.2084438398
2025-09-03,309072.61844383983
2025-09-04,304936.87844383984
2025-09-05,302994.8484438398
2025-09-08,300159.5884438398
2025-09-09,294958.1590481998
2025-09-10,295585.1490481998
2025-09-11,294021.22904819984
2025-09-12,294724.47904819984
2025-09-15,295932.24904819985
2025-09-16,296916.29904819984
2025-09-17,296899.28248619987
2025-09-18,297690.83248619986
2025-09-19,295446.19248619984
2025-09-22,294784.3524861999
2025-09-23,293909.28248619987
2025-09-24,294201.77248619986
2025-09-25,294639.3724861999
2025-09-26,295006.19248619984
2025-09-29,299517.5524861998
2025-09-30,296479.3484511998
2025-10-01,292109.0384511998
2025-10-02,291677.61845119984
2025-10-03,294194.3284511998
2025-10-06,294187.0584511998
2025-10-07,292504.0284511999
2025-10-08,292596.8984511998
2025-10-09,295297.94845119986
2025-10-10,298856.16845119983
2025-10-13,297206.55845119985
2025-10-14,298859.99311789987
2025-10-15,302043.7531178998
2025-10-16,302233.29311789986
2025-10-17,299197.98311789986
2025-10-20,301238.25756589987
2025-10-21,301583.4675658998
2025-10-22,298549.5775658999
2025-10-23,301089.1175658999
2025-10-24,301082.43756589986
2025-10-27,302138.78756589984
2025-10-28,302651.81756589987
2025-10-29,299206.89512189984
2025-10-30,298988.58512189984
2025-10-31,298106.95512189984
2025-11-03,297510.44512189983
2025-11-04,298581.0651218998
2025-11-05,299492.8851218999
2025-11-06,299826.35512189986
2025-11-07,300007.35512189986
2025-11-10,300666.0151218999
2025-11-11,301935.6851218998
2025-11-12,301497.23512189987
2025-11-13,299866.87269689987
2025-11-14,299254.62269689987
2025-11-17,298967.9526968999
2025-11-18,299556.59269689984
2025-11-19,299790.5126968998
2025-11-20,300164.98269689985
2025-11-21,299529.6926968999
2025-11-24,298982.72269689984
2025-11-25,298635.9583158998
2025-11-26,298157.04831589985
2025-11-27,298544.1783158998
2025-11-28,299723.09831589984
2025-12-01,300835.1883158998
2025-12-02,301488.39831589983
2025-12-03,302043.15831589984
2025-12-04,302847.11831589986
2025-12-05,303524.0083158999
2025-12-08,304126.72831589985
2025-12-09,303566.11831589986
2025-12-10,303811.3665758999
2025-12-11,304249.40657589986
2025-12-12,304954.61170944985
2025-12-15,306275.4517094499
2025-12-16,305128.6317094498
2025-12-17,304286.10170944984
2025-12-18,304644.05170944985
2025-12-19,305366.3417094498
2025-12-22,305757.3817094498
2025-12-23,306275.18170944985
2025-12-24,305889.42170944985
2025-12-25,306934.35170944984
2025-12-26,306067.57170944987
2025-12-29,306209.0234133998
2025-12-30,306016.4634133999
2025-12-31,306776.2082463998
2026-01-01,307005.41824639984
2026-01-02,307786.41824639984
2026-01-05,307510.3282463998
2026-01-06,309176.7866762998
2026-01-07,312612.30385729985
2026-01-08,317884.1238572998
2026-01-09,319483.9038572998
2026-01-12,318831.17385729984
2026-01-13,318549.17385729984
2026-01-14,315981.0738572998
2026-01-15,317476.3938572998
2026-01-16,317812.3490967298
2026-01-19,315452.42909672984
2026-01-20,314545.0290967298
2026-01-21,315763.5090967298
2026-01-22,317301.6390967298
2026-01-23,316654.7190967298
2026-01-26,318499.19909672986
2026-01-27,321565.16909672983
2026-01-28,322148.0090967298
2026-01-29,322467.16909672983
2026-01-30,322777.9690967298
2026-02-02,320956.86909672985
2026-02-03,321260.29909672984
2026-02-04,322310.86909672985
2026-02-05,319485.2829708798
2026-02-06,320263.0329708798
2026-02-09,320473.04410657985
2026-02-10,326085.8241065799
2026-02-11,323698.7141065799
2026-02-12,322631.1341065799
2026-02-13,319118.2141065799
2026-02-16,321342.1141065799
2026-02-17,317465.2541065798
2026-02-18,319838.85599557986
2026-02-19,320970.27599557984
2026-02-20,325025.4459955799
2026-02-23,324867.3159955799
2026-02-24,325787.5759955798
2026-02-25,330433.7059955799
2026-02-26,328639.61599557986
2026-02-27,326764.17599557986
