stock_code,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,hold_days,exit_reason,is_win
601877,2025-04-23,2025-05-13,52.3237,52.375685,800,-109.1999083999981,-0.0026053712951139394,14,trail_stop,False
601238,2025-04-15,2025-05-27,190.0816,205.3269,200,2905.188409999995,0.07632029003493751,30,max_hold,True
601985,2025-04-18,2025-05-28,107.6141,122.84259999999999,300,4441.819106999996,0.13740616514902723,28,trail_stop,True
601288,2025-05-28,2025-06-06,264.0441,261.225965,100,-376.2212049500049,-0.014229924182056007,7,trail_stop,False
601328,2025-05-13,2025-06-11,250.4721,273.22171000000003,100,2179.5586336999986,0.08690504396090447,21,trail_stop,True
601766,2025-06-06,2025-06-11,1626.5992,1512.737256,100,-11945.581864880078,-0.07334365325077447,3,stop_loss,False
601186,2025-05-27,2025-06-16,120.9712,122.9815,300,471.05399699998816,0.012962931724013126,14,trail_stop,True
600600,2025-06-16,2025-06-25,277.2171,257.811903,100,-2035.854660690009,-0.0733436532507743,7,stop_loss,False
002049,2025-06-11,2025-07-18,198.0659,184.20128699999998,200,-2909.1523260200047,-0.07334365325077412,27,stop_loss,False
600011,2025-06-11,2025-07-23,1285.2494,1487.3277,100,19698.66220700003,0.15306824647144973,30,max_hold,True
600436,2025-07-23,2025-07-31,66.6269,61.963017,600,-2935.8077454600134,-0.07334365325077431,6,stop_loss,False
600487,2025-06-25,2025-08-06,443.7587,528.2654,100,8271.480326999997,0.18615390218214992,30,max_hold,True
600104,2025-07-31,2025-08-19,176.9681,182.05809499999998,200,888.240570300004,0.025063481970373388,13,trail_stop,True
000166,2025-07-18,2025-08-29,104.7839,109.6256,400,1781.336820000004,0.042445072398639344,30,max_hold,True
601766,2025-08-29,2025-09-09,1880.7976,1749.141768,100,-13812.389494640025,-0.07334365325077412,7,stop_loss,False
002594,2025-08-06,2025-09-17,270.5597,293.7016,100,2211.4658710000003,0.08163058644331508,30,max_hold,True
002317,2025-08-19,2025-09-30,369.2419,350.5595,100,-1996.8701319999964,-0.054010056040701006,30,max_hold,False
601006,2025-09-09,2025-10-14,228.3353,260.47271,100,3124.1486877000025,0.13664521286732412,25,trail_stop,True
002007,2025-09-30,2025-10-20,35.3195,34.56023999999999,1000,-884.6639020000002,-0.025014944494353306,14,trail_stop,False
002022,2025-09-17,2025-10-29,2351.1938,2364.2468,100,455.86804200001643,0.001936361787625357,30,max_hold,True
000728,2025-10-20,2025-11-13,287.9,267.74699999999996,100,-2114.3088100000023,-0.07334365325077408,18,stop_loss,False
600703,2025-10-14,2025-11-25,243.597,296.0123,100,5141.779560999999,0.21080324987156385,30,max_hold,True
603259,2025-10-29,2025-12-10,39.5736,41.6523,1000,1931.4540299999862,0.048743263177481996,30,max_hold,True
601006,2025-11-13,2025-12-12,274.2355,255.03901499999998,100,-2013.9580884500028,-0.0733436532507741,21,stop_loss,False
002594,2025-12-10,2025-12-29,330.165,334.355635,100,299.24025395000353,0.009051587741866051,13,trail_stop,True
600085,2025-11-25,2026-01-06,478.5504,526.2445,100,4586.162212999996,0.09571004313598984,30,max_hold,True
601628,2025-12-12,2026-01-06,239.8261,265.89227,100,2514.2843848999983,0.10470170089175147,17,trail_stop,True
600703,2026-01-07,2026-01-16,292.4063,271.93785899999995,100,-2147.4026265700013,-0.07334365325077405,7,stop_loss,False
002352,2025-12-31,2026-02-05,788.8859,872.2045949999999,100,8028.707276150017,0.10164059856552322,26,trail_stop,True
600031,2026-01-06,2026-02-09,587.6701,641.06361,100,5115.509256700003,0.0869342804517833,24,trail_stop,True
000157,2026-01-16,2026-02-18,136.0127,133.3235,300,-951.7981679999939,-0.023295923513811878,23,trail_stop,False
000728,2026-02-05,2026-02-27,301.6813,350.8445,100,4796.4071959999965,0.15878279369816203,16,end_of_backtest,True
601166,2026-02-09,2026-02-27,1798.5018,1802.8248,100,-216.1549379999633,-0.0012003007247928955,14,end_of_backtest,False
002352,2026-02-18,2026-02-27,873.4992,903.9676,100,2725.372556000002,0.03116012208799908,7,end_of_backtest,True
