date,equity
2025-11-21,200278.68946977
2025-11-24,199968.65946977
2025-11-25,200593.74508877
2025-11-26,200551.26508877
2025-11-27,200808.65508876997
2025-11-28,200955.95508877
2025-12-01,201730.35508876998
2025-12-02,201775.04508876998
2025-12-03,200642.67508877
2025-12-04,200682.06508877
2025-12-05,199578.81508876997
2025-12-08,199031.10227931
2025-12-09,199239.36227930998
2025-12-10,199918.97227931
2025-12-11,200357.01227930997
2025-12-12,201062.21741285996
2025-12-15,202383.05741285998
2025-12-16,201236.23741285998
2025-12-17,200393.70741285998
2025-12-18,200751.65741286
2025-12-19,201473.94741286
2025-12-22,201864.98741285998
2025-12-23,202382.78741285997
2025-12-24,201997.02741285996
2025-12-25,203041.95741285998
2025-12-26,202175.17741285998
2025-12-29,202316.62911680999
2025-12-30,202124.06911681
2025-12-31,202883.81394981
