date,equity
2025-06-09,211867.57754169998
2025-06-10,211867.57754169998
2025-06-11,211867.57754169998
2025-06-12,211867.57754169998
2025-06-13,211867.57754169998
2025-06-16,211867.57754169998
2025-06-17,211712.6452187
2025-06-18,211477.94521869998
2025-06-19,211676.49521869997
2025-06-20,210273.6652187
2025-06-23,209762.7252187
2025-06-24,208931.65330369998
2025-06-25,208931.65330369998
2025-06-26,208874.76352269997
2025-06-27,209089.36352269998
2025-06-30,208396.27352269998
2025-07-01,209325.82352269997
2025-07-02,210512.91352269996
2025-07-03,210897.97352269996
2025-07-04,210943.24352269998
2025-07-07,210276.3835227
2025-07-08,210334.36352269998
2025-07-09,209147.98352269997
2025-07-10,208551.61280044998
2025-07-11,208551.61280044998
2025-07-14,208551.61280044998
2025-07-15,208551.61280044998
2025-07-16,208551.61280044998
2025-07-17,208551.61280044998
2025-07-18,208551.61280044998
2025-07-21,208551.61280044998
2025-07-22,208551.61280044998
2025-07-23,208551.61280044998
2025-07-24,208421.43129444995
2025-07-25,210868.20129444997
2025-07-28,212733.32129444997
2025-07-29,213227.25129444996
2025-07-30,213480.20129444997
2025-07-31,212692.41129445
2025-08-01,207990.42331229997
2025-08-04,207990.42331229997
2025-08-05,207990.42331229997
2025-08-06,207990.42331229997
2025-08-07,207990.42331229997
2025-08-08,207990.42331229997
2025-08-11,207990.42331229997
2025-08-12,207990.42331229997
2025-08-13,207990.42331229997
2025-08-14,207990.42331229997
2025-08-15,207990.42331229997
2025-08-18,207788.70708329996
2025-08-19,210963.72708329998
2025-08-20,211797.36708329996
2025-08-21,212280.72708329998
2025-08-22,211614.18708329997
2025-08-25,216526.39708329996
2025-08-26,215952.88708329998
2025-08-27,214463.89708329996
2025-08-28,215156.27708329997
2025-08-29,213582.43708329997
2025-09-01,214385.33708329996
2025-09-02,216529.25708329998
2025-09-03,216323.87708329997
2025-09-04,215632.31708329997
2025-09-05,216336.96708329997
2025-09-08,214243.43708329997
2025-09-09,212700.0570833
2025-09-10,210642.6470833
2025-09-11,207975.77655049998
2025-09-12,207975.77655049998
2025-09-15,207975.77655049998
2025-09-16,207975.77655049998
2025-09-17,207975.77655049998
2025-09-18,207975.77655049998
2025-09-19,207975.77655049998
2025-09-22,207975.77655049998
2025-09-23,207975.77655049998
2025-09-24,207975.77655049998
2025-09-25,207975.77655049998
2025-09-26,207975.77655049998
2025-09-29,207975.77655049998
2025-09-30,207975.77655049998
2025-10-01,207975.77655049998
2025-10-02,207975.77655049998
2025-10-03,207975.77655049998
2025-10-06,207975.77655049998
2025-10-07,207975.77655049998
2025-10-08,207975.77655049998
2025-10-09,207975.77655049998
2025-10-10,207975.77655049998
2025-10-13,207975.77655049998
2025-10-14,207894.1573115
2025-10-15,210118.4173115
2025-10-16,211295.2573115
2025-10-17,211811.94731149997
2025-10-20,212911.01731149998
2025-10-21,212860.8873115
2025-10-22,211482.95731149998
2025-10-23,211584.45731149998
2025-10-24,213574.14731149998
2025-10-27,213778.64731149998
2025-10-28,214901.6373115
2025-10-29,214499.94731149997
2025-10-30,212987.0673115
2025-10-31,215561.20731149998
2025-11-03,214377.83731149998
2025-11-04,211884.7177017
2025-11-05,211884.7177017
2025-11-06,211884.7177017
2025-11-07,211884.7177017
2025-11-10,211884.7177017
2025-11-11,211884.7177017
2025-11-12,211884.7177017
2025-11-13,211884.7177017
2025-11-14,211884.7177017
2025-11-17,211884.7177017
2025-11-18,211884.7177017
2025-11-19,211884.7177017
2025-11-20,211884.7177017
2025-11-21,211884.7177017
2025-11-24,211884.7177017
2025-11-25,211884.7177017
2025-11-26,211884.7177017
2025-11-27,211884.7177017
2025-11-28,211884.7177017
2025-12-01,211884.7177017
2025-12-02,211884.7177017
2025-12-03,211884.7177017
2025-12-04,211884.7177017
2025-12-05,211884.7177017
2025-12-08,211884.7177017
2025-12-09,211884.7177017
2025-12-10,211884.7177017
2025-12-11,211884.7177017
2025-12-12,211884.7177017
2025-12-15,211884.7177017
2025-12-16,211884.7177017
2025-12-17,211884.7177017
2025-12-18,211884.7177017
2025-12-19,211884.7177017
2025-12-22,211884.7177017
2025-12-23,211884.7177017
2025-12-24,211884.7177017
2025-12-25,211884.7177017
2025-12-26,211884.7177017
2025-12-29,211884.7177017
2025-12-30,211884.7177017
2025-12-31,211884.7177017
